index,recipe_name,sentence1,sentence2,label
3638,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Preheat the oven to 230 C / Gas 8.,"Place the flour, salt, butter, caster sugar and egg in a food processor with a dough hook attachment.",0
3639,japanese-chicken-and-tofu-burgers,Heat a frying pan over medium heat with oil.,"Add all other ingredients, except for the oil.",0
3640,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Carefully roll stuffing balls in turkey until fully covered.,"( If you want your stuffing crunchy, at this point put your stuffing balls into a medium oven for 5 to 10 minutes, until balls have browned instead of refrigerating.",0
3641,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Set aside.,Add the tomato puree,0
3642,easy-chicken-coconut-curry,Thinly slice carrots and celery.,Cut chicken fillets into pieces.,0
3643,sweet-potato-and-bean-soup,Return to the pan.,"While the soup is simmering, mix together the crème fraîche and chopped coriander for the garnish.",0
3644,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"You will find your own way of doing it, but I like to take a small amount of turkey, flatten it in the palm of my hand and wrap around the stuffing ball.","( If you want your stuffing crunchy, at this point put your stuffing balls into a medium oven for 5 to 10 minutes, until balls have browned instead of refrigerating.",0
3645,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"In a large pot with boiling salted water, cook pasta until al dente.",Preheat oven to 180 C / Gas 4.,0
3646,mint-chocolate-brownies,"In a small bowl, beat the icing sugar, 110g butter and creme de menthe until smooth.",Preheat oven to 180 C / Gas 4.,0
3647,new-twist-tuna-nicoise-salad,Parboil the green beans and the broccolini so that they are vivid green colour and still crisp to bite.,"Heat up a frying pan, and when particularly hot, sear the tuna steak on both sides.",0
3648,veggie-burgers,"To serve, stir the tomatoes and ketchup together with seasoning to taste.","Add the carrots and courgettes, and fry for a further 10 minutes, stirring, until the vegetables have softened.",0
3649,spinach-and-salmon-timbales,Melt the butter in a small saucepan.,Use 4 large leaves to line 4 lightly oiled 175 ml (6 fl oz) ramekin dishes.,0
3650,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Combine cooked pasta, sauteed vegetables and sauce.",Preheat oven to 180 C / Gas 4.,0
3651,date-and-lemon-scones,"Whisk 150ml milk, the cream and egg together until well combined.",Preheat oven to 200属C fan (220 C without fan).,0
3652,pete-s-pulled-pork--slow-cooker-style,Add the oil to a large frying pan and brown the pork shoulder on all sides.,"Get all your ingredients together, always quicker and more fun if you are not rooting around for ingredients after you have started.",0
3653,vodka-penne,Drain well in a sieve set in the sink.,"Stir in the onion and cook and stir until softened, about 5 minutes.",0
3654,pumpkin-in-ginger-sauce,"In the meantime, cook and stir the onion until soft.",Bake for 1 hour until the pumpkin is tender.,0
3655,spinach-and-salmon-timbales,"Stir in the flour, then gradually stir in the milk and bring to the boil, stirring constantly.",Place in the oven and bake for 20 minutes.,0
3656,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Cook pasta in boiling water for 8 to 10 minutes, or until al dente; drain.",Preheat oven to 180 C / Gas 4.,0
3657,somalian-sambusa,There should be enough oil to submerge the sambusa.,Repeat until wrappers or filling are used up.,0
3658,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Once melted, add the flour and stir constantly for 2 minutes.","In a medium frying pan, saute the chopped onion and garlic.",0
3659,peach-pudding,The meringue should be lovely and white.,Once sauce has thickened place over peach slices and leave to cool.,0
3660,Carrot_cake_recipe_-_All_recipes_UK,"To Make topping: In a medium bowl, combine butter, cream cheese, icing sugar and 1 teaspoon vanilla.",Stir in carrots and fold in pecans.,0
3661,crab-topped-fillet-steaks,An instant-read thermometer inserted into the centre should read 54 degrees C.,Toss the crabmeat in the butter.,0
3662,layered-chicken-enchiladas,Repeat with one or two more tortillas until bottom of dish is covered.,Place shredded chicken in a bowl.,0
3663,beef-rolls-with-mushroom-stuffing,Boil the liquid in the pan on a high heat to reduce to the desired consistency.,"( If your frying pan is not big enough, transfer the vegetables and beef olives to a large flameproof casserole.",0
3664,spinach-and-salmon-timbales,Mix half the ricotta cheese with the chopped spinach.,Drain and rinse under cold water.,0
3665,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,"Place the chicken thighs on top, skin-side up.",Preheat oven to 200 degrees C / gas mark 6.,0
3666,victoria-sponge-cake-with-buttercream,Divide the mixture between the cake tins and gently spread out with a spatula.,Preheat the oven to 180 C / Gas 4.,0
3667,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"To make icing: In a saucepan, combine the milk and flour.",Set aside.,0
3668,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once balls are entirely covered in turkey, place in freezer for 30mins (fridge for an hour or so) until set.",Do not let boil as it will become tart.,0
3669,easy-student-potato-wedges,"Pour the seasoning into a bowl, and coat the potato wedges lightly.",You can either peel the potato or not - it's up to you!,0
3670,veggie-burgers,"To serve, stir the tomatoes and ketchup together with seasoning to taste.",Heat 2 tbsp of the oil in a large non-stick frying pan.,0
3671,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,Place a wok or a large frying pan over a high heat.,"Drain and refresh in cold water, then drain again.",0
3672,indian-lentil-curry--patoli-,Heat the oil in a large non-stick frying pan.,Place the chana dal into a large container and cover with several inches of cool water; let soak 4 to 6 hours.,0
3673,kwarezimal,Place on the prepared baking trays.,Preheat the oven to 180 C / Gas 4.,0
3674,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Heat the oil in a large flameproof casserole over a moderately high heat.,Put the button onions in a bowl and pour over enough boiling water to cover.,0
3675,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Season with salt and pepper, remove the bay leaf and set aside.",",",0
3676,Ultimate_sponge_cake_recipe_-_All_recipes_UK,In a large mixing bowl beat egg yolks and whole egg with an electric mixer until thick and lemon coloured (about 5 minutes).,Preheat oven to 170 C / Gas 3.,0
3677,polenta-pizza-base,"Grease a large round baking tray, and sprinkle lightly with polenta.","Let stand 5 to 6 minutes, until mixture is foamy.",0
3678,malteaser-cake-bake,An hour or two later.,Crush apx.,0
3679,amy-s-creamy-chicken-and-tarragon-tagliatelle,Have a pan of boiling salted water ready towards the end of the cooking for the pasta.,"Then add the tarragon, Italian herbs, salt and pepper and stir.",0
3680,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Cook over medium high heat until evenly brown.,Preheat oven to 180 C / Gas 4.,0
3681,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Meanwhile pour vegetable stock into a 2 litre saucepan and add fennel seeds.,"Halve all peppers, remove seeds and peel garlic.",0
3682,family-friendly-cottage-pie,Sprinkle over the flour and stir well until there are no lumps of flour.,Do not drain the water.,0
3683,kahlua-bread-pudding,Combine remaining sugar and cinnamon in a bowl.,"In a large bowl, beat eggs, 100g sugar, vanilla, almond extract and salt.",0
3684,creamy-cole-slaw,"Add the onion, mayonnaise and vinegar; toss to coat.",),0
3685,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Heat oil in a frying pan over medium-high heat.,Preheat oven to 180 C / Gas 4.,0
3686,kwarezimal,Knead into a stiff dough.,Preheat the oven to 180 C / Gas 4.,0
3687,amy-s-creamy-chicken-and-tarragon-tagliatelle,"Drain and serve the pasta into bowls, add the chicken and sauce.","If it gets too thick, add a small amount of water.",0
3688,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,Place a wok or a large frying pan over a high heat.,Place in a small bowl with the cornflour and five-spice powder.,0
3689,delicious-vanilla-cupcakes,"( If the mixture is too thick, you can add a bit of milk.",Mix the sugar and butter together till light and creamy.,0
3690,Honeyed_Beef_Stew_recipe_-_All_recipes_UK,Remove from the heat.,Preheat oven to 180 C / Gas mark 4.,0
3691,spinach-and-salmon-timbales,"Stir in the flour, then gradually stir in the milk and bring to the boil, stirring constantly.",Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,0
3692,beef-rolls-with-mushroom-stuffing,"( If your frying pan is not big enough, transfer the vegetables and beef olives to a large flameproof casserole.",Wipe out the pan.,0
3693,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,),Remove from heat and let cool (or make up to 1 week ahead of time).,0
3694,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Set aside to cool completely.,"Beat in the buttermilk mixture alternately with the flour, mixing each time.",0
3695,Apple_Crumble_Pie_recipe_-_All_recipes_UK,Mix 100g sugar and cinnamon; sprinkle over apples.,Preheat oven to 200 C / Gas 6.,0
3696,spiced-chocolate-courgette-cake,"In a separate bowl, sift dry ingredients together.","Cream together butter, vegetable oil and sugar.",0
3697,japanese-omelette-rice,Cook until slightly runny in the middle.,Saute onion in butter until translucent.,0
3698,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,Preheat oven to 200 degrees C / gas mark 6.,Heat olive oil in a large saucepan over medium-high heat.,0
3699,new-twist-tuna-nicoise-salad,For dressing: combine the Vegeta&reg;,"Mix salt and pepper, lemon salt, paprika, crushed hazelnuts and nigella seeds (the latter can be replaced with black sesame seeds).",0
3700,sicilian-braccialoni,"Add spaghetti and cook until tender, about 7 minutes.","Drizzle or brush with 1 tablespoon of olive oil, then sprinkle with a thin layer of breadcrumbs.",0
3701,kahlua-bread-pudding,Stir until smooth.,Let stand 30 minutes.,0
3702,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Drain.,Preheat oven to 180 C / Gas 4.,0
3703,vanilla-cupcakes-with-vanilla-buttercream,The batter will be very lumpy and the butter might remain together.,Line a muffin tin with paper cases.,0
3704,Italian_style_pizza_recipe_-_All_recipes_UK,"Just put some olive oil in a bag and spread it around on the inside, then store the dough ball in the sealed bag in the freezer.","10 minutes before the dough is done, turn your oven on as hot as it will go and allow it to heat up fully.",0
3705,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Heat the cooking oil in a wok or a large, deep frying pan over medium-high heat.","Cook the noodles uncovered, stirring occasionally, until cooked through, but still firm to the bite, about 5 minutes.",0
3706,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Clean the mushrooms, slice them finely and cook in a non-stick pan over medium heat.","In a pot melt the butter, add the flour and then pour the milk stirring constantly to avoid lumps.",0
3707,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK",Do not flatten the dough.,"Beat in the vanilla, egg and egg yolk until light and creamy.",0
3708,kahlua-bread-pudding,Let stand 30 minutes.,Preheat oven to 180 C / Gas 4.,0
3709,nan-s-homemade-biscuits,"Sieve the flour and salt, and fold it in with a wooden spoon or a spatula.",Pre-heat oven to 180 C / Gas 4.,0
3710,Italian_style_pizza_recipe_-_All_recipes_UK,Do NOT be tempted to add more or the base will go limp and soggy!,"Just put some olive oil in a bag and spread it around on the inside, then store the dough ball in the sealed bag in the freezer.",0
3711,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Do not boil or cook any longer as the colours will fade.,Preheat oven to 190 C / Gas mark 5.,0
3712,spinach-and-salmon-timbales,"Stir in the flour, then gradually stir in the milk and bring to the boil, stirring constantly.",Drain well.,0
3713,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,Make the drizzle by stirring the caster sugar and the 5 tablespoons lemon juice together in a jug.,Whisk again until fully combined and smooth.,0
3714,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Gradually whisk in half the caster sugar, then whisk for 1 minute.","Preheat the oven to 180ºC (350ºF, gas mark 4).",0
3715,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Sieve fennel seeds from stock and return to the boil.,Place one garlic clove in each half and squeeze lemon juice generously over peppers.,0
3716,cinnamon-nut-crunch-cake,Combine topping ingredients in a separate bowl.,Cream butter and sugar.,0
3717,delicious-vanilla-cupcakes,Stir well and add in the vanilla.,Preheat 180 C / Gas 4.,0
3718,Pasta_salad_with_tuna_mayonnaise_recipe_-_All_recipes_UK,Finely dice the cucumber without removing the skin.,Add to the pasta and stir together until all the ingredients are evenly mixed.,0
3719,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,Sprinkle with 1/2 of the Cheddar and 1/2 of the mozzarella.,Preheat oven to 180 C / Gas 4.,0
3720,baked-tilapia-with-mango-salsa,Rinse the fish fillets and pat them dry.,Preheat the oven to 200 C / Gas 6.,0
3721,Pancakes_for_Pancake_Tuesday_recipe_-_All_recipes_UK,"Cook the rest of the pancakes, one at a time but remember to melt a small knob of butter before adding the batter.",Cook the other side for 30 seconds -then shake again to see if it's loose.,0
3722,amy-s-creamy-chicken-and-tarragon-tagliatelle,"If it gets too thick, add a small amount of water.","Add the water and bring to the boil, then reduce to a simmer.",0
3723,kahlua-bread-pudding,Stir until smooth.,Top with remaining buttered bread cubes.,0
3724,somalian-sambusa,"Using one wrapper at a time, fold into the shape of a cone.",Heat olive oil in a large frying pan over medium heat.,0
3725,spinach-and-salmon-timbales,Remove from the heat.,"Drain on a clean tea-towel, in a single layer, then cut each sheet of lasagne in half lengthways.",0
3726,spinach-and-salmon-timbales,Melt the butter in a small saucepan.,"Drain on a clean tea-towel, in a single layer, then cut each sheet of lasagne in half lengthways.",0
3727,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,This mixture will make around 14 to 16 teaspoon sized dumplings - roll out the dumplings in your hands with a little flour to avoid sticking.,Once the sausages are browned all over place in a casserole dish.,0
3728,spinach-and-salmon-timbales,"Stir in the flour, then gradually stir in the milk and bring to the boil, stirring constantly.","Stir in the fennel or dill, grated lime zest and seasoning to taste until thoroughly combined.",0
3729,creamy-cole-slaw,( Can be stored in a zipper-lock bag and refrigerated overnight.,Dump the wilted cabbage and carrots into the bowl.,0
3730,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,The cake can be kept in an airtight tin for up to 2 days.,"Preheat the oven to 180ºC (350ºF, gas mark 4).",0
3731,pete-s-pulled-pork--slow-cooker-style,You will know the pork is ready because it will start falling apart when you prod it with a fork.,Note: I missed the ketchup from the photo: ),0
3732,indian-saffron-rice,"In a frying pan that can be tightly covered, melt the butter over medium-high heat.",Steep the saffron in 125ml boiling water.,0
3733,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Gradually add milk and continue stirring until thickened.,"Place bacon in a large, deep frying pan.",0
3734,kahlua-bread-pudding,Combine remaining sugar and cinnamon in a bowl.,Let stand 30 minutes.,0
3735,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,( If mixture is too dry add a little bit of water.,Remove from heat and drain.,0
3736,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Mixture should be moist but not sloppy.,Mix together on a medium high heat and let simmer until the desired consistency is achieved.,0
3737,beef-rolls-with-mushroom-stuffing,),"Drain and finely chop the mushrooms, then set aside.",0
3738,family-friendly-cottage-pie,Add peas and the carrots along with the water they were cooked in to the beef mixture.,Place the potatoes in a pan of water.,0
3739,victoria-sponge-cake-with-buttercream,Add the icing sugar whilst beating.,Grease and line two 18cm (7 in) cake tins with baking parchment.,0
3740,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Set aside.,Set aside.,0
3741,kahlua-bread-pudding,Stir until smooth.,Press bread cubes down again.,0
3742,Pancakes_for_Pancake_Tuesday_recipe_-_All_recipes_UK,"Cook the rest of the pancakes, one at a time but remember to melt a small knob of butter before adding the batter.","As it sets, shake the pan to see if the pancake is loose, then flip it over with a palette knife.",0
3743,tomato-chutney-chicken-with-bacon,Spread 1 tablespoon of tomato chutney onto each of the chicken breasts.,Preheat the oven to 180 C / Gas 4.,0
3744,penne-pasta-with-four-cheeses,Add the cream and stir well.,Bring a large pot of lightly salted water to the boil.,0
3745,pete-s-pulled-pork--slow-cooker-style,"Watch your nose, a sniff of all that boiling vinegar will wake you up!","In a large pan add the vinegar, stock, sugar, Worcestershire sauce, thyme, mustard, ketchup, garlic, thyme and cinnamon (basically everything except the onion and pork) and warm up and simmer for 2 to 3 minutes.",0
3746,family-friendly-cottage-pie,Do not drain the water.,Place the potatoes in a pan of water.,0
3747,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,Place biscuits 5cm apart onto an ungreased baking tray.,"If the dough is too sticky, chill for a little bit.",0
3748,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Pre-heat oven to 180 C / Gas 4.,Mix together on a medium high heat and let simmer until the desired consistency is achieved.,0
3749,Moist_garlic_roasted_chicken_recipe_-_All_recipes_UK,It should be large enough to wrap around the chicken plus plenty of extra for folding over.,Place a large sheet of greaseproof or baking parchment into the middle of a roasting tray.,0
3750,vanilla-cupcakes-with-vanilla-buttercream,For the buttercream: Beat the butter for 2-3 minutes until fluffy.,Line a muffin tin with paper cases.,0
3751,Best_chocolate_chip_cookies_recipe_-_All_recipes_UK,Add to batter along with salt.,Preheat oven to 180 C / Gas mark 4.,0
3752,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Bake at 170 C / Gas 3 for 60 to 65 minutes.,Do not stir or beat.,0
3753,beef-rolls-with-mushroom-stuffing,),Place side by side on a board.,0
3754,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Meanwhile, heat a small frying pan over a moderate heat, add the walnuts and cook, stirring, until lightly toasted.","Stir well, then cover and put into the oven to cook with the pork.",0
3755,spinach-and-salmon-timbales,Chop the remaining spinach and set aside.,Drain and rinse under cold water.,0
3756,wholesome-pumpkin-pancakes,"Repeat with remaining batter, adding more oil to the pan if necessary.",Cook until the edges of the pancakes start to look dry and a bubble popped near the edge holds its shape.,0
3757,Thyme_roast_pork_with_cider_cream_sauce_recipe_-_All_recipes_UK,Enjoy!,Slice the pork loin and serve with the parsnips and cider cream.,0
3758,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Press stale bread with a rolling pin, until crumbs are formed.",Remove from heat and let cool (or make up to 1 week ahead of time).,0
3759,kahlua-bread-pudding,"Heat milk and coffee liqueur in a small saucepan, then whisk into egg mixture.",Preheat oven to 180 C / Gas 4.,0
3760,date-and-lemon-scones,Turn onto a lightly floured surface and knead gently until dough comes together.,Preheat oven to 200属C fan (220 C without fan).,0
3761,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,"Meanwhile, preheat oven to 200 C / Gas mark 6.",Roll dough into a 40x50cm (18x20 in) rectangle.,0
3762,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Sprinkle in flour and stir in.,Preheat oven to 180 C / Gas 4.,0
3763,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Using the same whisk, whisk the egg yolks with the remaining caster sugar in another bowl for 2-3 minutes or until pale and quite thick.",Put the egg whites in a large bowl and whisk until they form stiff peaks.,0
3764,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Repeat with the remaining ingredients.,Sprinkle another 4 tablespoons cheese over the chicken and top with another tortilla.,0
3765,family-friendly-cottage-pie,Remove from heat and crumble in the stock cubes;,Place the potatoes in a pan of water.,0
3766,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Meanwhile, heat a small frying pan over a moderate heat, add the walnuts and cook, stirring, until lightly toasted.",Season with salt and pepper to taste.,0
3767,vodka-penne,"Once the water is boiling, stir in the penne and return to the boil.","Stir the vodka, passata and light cream into the onion mixture, turn heat to high and bring sauce to the boil.",0
3768,sweet-potato-and-bean-soup,Set aside.,"Reduce the heat, cover and cook gently for 12 minutes or until the vegetables are tender.",0
3769,somalian-sambusa,There should be enough oil to submerge the sambusa.,Heat olive oil in a large frying pan over medium heat.,0
3770,basic-muffins,DO NOT OVERMIX.,BATTER SHOULD BE LUMPY.,0
3771,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Mixture should be moist but not sloppy.,Remove from heat and drain.,0
3772,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Combine the soy sauce, sherry and 2 tbsp water in a small jug or bowl.","Cut the meat, across the grain, into 5cm wide pieces, and then cut each piece into wafer-thin strips.",0
3773,dal-fritters,Heat a heavy bottomed frying pan with some oil and cook a few of the fritters on a medium heat until golden.,This should give you a consistency of couscous.,0
3774,kahlua-bread-pudding,"Press gently, to moisten the bread cubes.",Preheat oven to 180 C / Gas 4.,0
3775,Simple_no_fuss_bread_and_butter_pudding_recipe_-_All_recipes_UK,"Butter 5 slices of bread, cut in half.",Mix together the sugar and cinnamon.,0
3776,japanese-chicken-and-tofu-burgers,"While the burgers are cooking, roll up shiso leaves and cut them into very thin strips.",Mix them really well.,0
3777,date-and-lemon-scones,"Add milk mixture and stir gently to a soft dough, adding remaining milk if necessary.",Preheat oven to 200属C fan (220 C without fan).,0
3778,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,"Now to prep the vegetables; finely slice the onions, finely chop the garlic and cut the potatoes, carrots and leeks into roughly the same larger cuts.",It's important to brown the sausages first in a large frying pan to get some flavour going (use a little olive oil in the pan to get them going).,0
3779,indian-coconut--almond-and-poppy-seed-pudding---gasagage-payasa,Stir the water and jaggery together in a saucepan until the jaggery dissolves into the water to make a syrup.,"Combine the almonds, poppy seeds, and rice in a bowl;",0
3780,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Combine the walnuts and pomegranate juice in the container of a blender or food processor.,Preheat the oven to 160 C / Gas mark 3.,0
3781,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Gradually add milk and continue stirring until thickened.,"In a large pot with boiling salted water, cook pasta until al dente.",0
3782,Moist_garlic_roasted_chicken_recipe_-_All_recipes_UK,Place a large sheet of greaseproof or baking parchment into the middle of a roasting tray.,Preheat oven to 160 degrees C / gas mark 3.,0
3783,beef-rolls-with-mushroom-stuffing,),"Divide the stuffing equally among them, then roll up each slice around the stuffing and secure in place with wooden cocktail sticks.",0
3784,basic-muffins,DO NOT OVERMIX.,Preheat oven to 200 C / Gas 6.,0
3785,dal-fritters,Drain the now soft (not mushy) dal and blend.,"Be careful not to overcook the dal, but it does need to be soft;",0
3786,creamy-cole-slaw,( Can be stored in a zipper-lock bag and refrigerated overnight.,Rinse thoroughly in cold water (ice water if serving slaw immediately).,0
3787,norwegian-bacon-and-cabbage,Use your own judgment.,Repeat layering as many times as possible until you run out of room.,0
3788,curly-endive-and-rice-soup,Heat 4 tablespoons oil in a saucepan over medium heat;,Wash and slice the curly endive.,0
3789,barbecued-teriyaki-tuna-steaks,"Meanwhile, preheat the barbecue for high heat and lightly oil the cooking grate.",Marinate for 30 minutes in the fridge.,0
3790,Pasta_salad_with_tuna_mayonnaise_recipe_-_All_recipes_UK,Finely dice the cucumber without removing the skin.,Place the pasta in a large mixing bowl and toss well with the olive oil.,0
3791,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Once the meat has reached a brown colour, pour in the wine and let it reduce.",Set aside.,0
3792,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Pre-heat oven to 180 C / Gas 4.,Add onions and cook until soft and lightly browned.,0
3793,dreamy-delight,"Whip up Angel Delight, following the instructions on the packet.","Place in the microwave and melt using 20 second intervals, stirring until smooth.",0
3794,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Process into a pur辿e.,Saut辿 onions until they start to brown.,0
3795,creamy-macaroni-salad,"In a small bowl, stir together the salad dressing, mustard, caster sugar, vinegar, salt and celery seeds.","In a large bowl, stir together the eggs, onion, celery, red pepper and relish.",0
3796,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Set the onions aside.,"Pour over the wine, then cover and leave to marinate in the fridge for 8 hours or overnight.",0
3797,kwarezimal,Sift together the self-raising flour and the wholemeal flour in a bowl.,Line baking trays with baking parchment.,0
3798,curly-endive-and-rice-soup,cover and cook over medium heat until the curly endive is completed wilted.,Warm the stock in a saucepan over medium heat.,0
3799,veal-sweetbreads-with-morel-mushrooms,Deglaze the pan with port.,Dredge sweetbreads with flour.,0
3800,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,Make a well in the centre of the dry mix and gradually add some milk until the mixture forms into a dough consistency.,I would cut to 1 inch in length pieces as we don't want them to breakdown too much in the stew.,0
3801,malteaser-cake-bake,.,An hour or two later.,0
3802,coriander-chicken,Set this aside for later.,Place the chicken in a 23x33cm (9x13 in) baking dish and set aside.,0
3803,sicilian-braccialoni,Bring a large pot of lightly salted water to the boil.,"Pound steak as thin as possible, around 5mm thick.",0
3804,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Preheat the oven to 160 C / Gas mark 3.,Saut辿 onions until they start to brown.,0
3805,White_chocolate_chip_cookies_recipe_-_All_recipes_UK,"Beat in the eggs one at a time, then stir in the vanilla.",Preheat the oven to 180 C / Gas mark 4.,0
3806,new-twist-tuna-nicoise-salad,Parboil the green beans and the broccolini so that they are vivid green colour and still crisp to bite.,"Brush a little olive oil (or if you prefer, rapeseed oil or avocado oil) over your tuna steak.",0
3807,spinach-and-salmon-timbales,"Cut the remaining 2 strips of pasta across in half and lay a piece in each ramekin, pressing it in neatly on top of the salmon mixture.",Chop the remaining spinach and set aside.,0
3808,egg-and-bacon-breakfast-parcels,Don't worry if it leaks a bit.,Lightly butter 6 slices of bread and the remove crusts.,0
3809,apple-flapjack,Spread the mixture into the baking try and level with the back of a spoon.,Preheat the oven to 180 C / Gas 4.,0
3810,pete-s-pulled-pork--slow-cooker-style,"Place the lid on, turn the slow cooker onto its highest setting and cook for a minimum of 6 hours.",Note: I missed the ketchup from the photo: ),0
3811,Best_chocolate_chip_cookies_recipe_-_All_recipes_UK,"Cream together the butter, caster sugar and brown sugar until smooth.",Preheat oven to 180 C / Gas mark 4.,0
3812,pumpkin-crumble-sponge-cake,Reserve 125g sponge cake mix.,Grease one 23x33cm or similar sized baking dish.,0
3813,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,The cake can be kept in an airtight tin for up to 2 days.,Transfer the mixture to the prepared tin and level the top.,0
3814,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Cream butter until light and fluffy.,Grease and flour two 23cm cake tins.,0
3815,peach-pudding,Stir regularly so that it doesn't curdle.,Place the peaches in the bottom of an ovenproof baking dish.,0
3816,dreamy-delight,"Whip up Dream Topping, following the instructions on the packet.","Place on top of the chocolate crispy layer in the dish, then place in the fridge.",0
3817,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Remove chicken from pan and set aside.,"For the pico de gallo: In a small bowl, combine tomatoes, onion, lime juice, coriander, fresh chilli, salt and pepper.",0
3818,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Pour the blended peppers into the stock and stir well.,Set aside for garnish.,0
3819,family-friendly-cottage-pie,Add peas and the carrots along with the water they were cooked in to the beef mixture.,Do not drain the water.,0
3820,No_pastry_apple_pie_recipe_-_All_recipes_UK,"In a medium bowl, mix 200g sugar with the melted margarine.",Preheat oven to 180 C / Gas 4.,0
3821,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Preheat the oven to 180ºC (350ºF, gas mark 4).","Add 1 tbsp water, then cover and cook gently for 30 minutes or until the oranges are soft and excess liquid has evaporated.",0
3822,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,( If mixture is too dry add a little bit of water.,Add chicken stock (little bit at a time) and egg to bread crumbs and mix.,0
3823,moules,"Cover the pan, and cook shaking every minute or so to help the mussels cook evenly.",The shells are usually closed when you buy them.,0
3824,sicilian-braccialoni,Drain.,Pour passata over the roast and reduce heat to medium-low.,0
3825,malteaser-cake-bake,An hour or two later.,20 Maltesers and add to pan just before the chocolate melts.,0
