index,recipe_name,sentence1,sentence2,label
3276,easy-grilled-naan,Roll out a ball of dough into an elongated oval.,"Punch down dough, and knead well.",1
3277,kwarezimal,Knead into a stiff dough.,Add the bran from the wholemeal flour back to the flours mixture.,1
3278,japanese-omelette-rice,Decorate the top with ketchup and enjoy.,Carefully turn the omelette out onto the rice.,1
3279,Ultimate_sponge_cake_recipe_-_All_recipes_UK,"Gradually add sugar, beating after each addition.",In a large mixing bowl beat egg yolks and whole egg with an electric mixer until thick and lemon coloured (about 5 minutes).,1
3280,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Pour the mixture evenly into the 2 cake tins.,Make a paste with the cocoa and food colouring.,1
3281,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"Beat in the buttermilk mixture alternately with the flour, mixing each time.","Beat in the eggs one at a time, then stir in the cocoa mixture.",1
3282,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Cover with a tight-fitting lid, transfer to the oven and braise for 45 minutes.","Pour over the wine, then cover and leave to marinate in the fridge for 8 hours or overnight.",1
3283,aubergine-and-tomato-chutney,"Add the garlic, tomatoes, vinegar, seasoning and sugar.",Add the onion and cook over medium heat for a couple of minutes.,1
3284,mango-crumble,Serve warm.,Cut in cold butter until mixture resembles coarse crumbs.,1
3285,smoked-cod--garlic-mash-and-parsley-sauce,"Once the potatoes are cooked, drain and add 1 tablespoon margarine and milk.","After the potatoes have been cooking for 5 minutes, place the cod in a frying pan over low heat;",1
3286,baked-tilapia-with-mango-salsa,"While the fish cooks, combine the mango, onion, avocado, tomatoes, lime zest and juice, chilli, ginger, coriander and sea salt in a glass bowl.","Bake for 10 to 12 minutes in the preheated oven, until fish can be flaked with a fork.",1
3287,Italian_style_pizza_recipe_-_All_recipes_UK,Add 2 tablespoons of the sauce to a 12 inch pizza and 3 to a 15 inch pizza.,At this point you can also freeze the unrolled dough balls for future use.,1
3288,dal-fritters,Heat a heavy bottomed frying pan with some oil and cook a few of the fritters on a medium heat until golden.,Combine all the ingredients together.,1
3289,cardiganshire-cawl,"Simmer 10 minutes, or until cabbage is tender.","Add potatoes, and simmer until tender, 15 to 20 minutes.",1
3290,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"Stir in the cabbage, carrots, water chestnuts, green pepper, pork and sauce.","Stir-fry the garlic and shallots until fragrant, 3-4 minutes.",1
3291,egg-and-bacon-breakfast-parcels,"Cut to fit 6 lids for each unit, butter side up.",Spoon one tablespoon of cr竪me fra樽che into each unit and divide the fried onion mixture between the six units.,1
3292,mango-crumble,Serve warm.,Set aside.,1
3293,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Bake in a preheated oven at 220 C for 25-30 minutes.,"Top the first layer with lasagne sheets, then cover it with some sliced mushrooms and sprinkle with grated Parmesan.",1
3294,mrs-davey-s-apple-cake,Mix brown sugar and spice together and sprinkle half over the mix in the tin.,"Spoon half of the cake mixture into a tin, arrange half the apples on top.",1
3295,cardiganshire-cawl,"Stir in the leeks, cabbage, parsley and reserved meat.","Skim fat from surface of stock, or strain through a fine sieve.",1
3296,gingerbread-bear-biscuits,"Bake for 10 to 15 minutes in the preheated oven, biscuits should be firm.","In a medium saucepan, Stir together the butter, dark brown soft sugar and golden syrup over medium heat until dissolved.",1
3297,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Cover again and braise for a further 1-1¼ hours or until the beef, barley and vegetables are tender.",Remove the beef from the casserole and set aside on a plate.,1
3298,baked-tilapia-with-mango-salsa,"While the fish cooks, combine the mango, onion, avocado, tomatoes, lime zest and juice, chilli, ginger, coriander and sea salt in a glass bowl.",Rinse the fish fillets and pat them dry.,1
3299,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Bring to the boil and then transfer to slow cooker pouring over chicken.,Cook over a high heat until evenly browned.,1
3300,layered-chicken-enchiladas,pour over chicken and toss to coat.,"Whisk honey, lime juice, chilli powder and garlic together in a bowl;",1
3301,avocado-egg-mayo,Season to taste with salt and pepper.,"Add the avocado, onion, pickle, mustard and mayonnaise.",1
3302,layered-chicken-enchiladas,"Repeat layering with remaining chicken and 1/3 of the cheese, ending with a layer of tortillas.",Marinate chicken in the fridge for at least 30 minutes.,1
3303,spinach-and-salmon-timbales,Chop the remaining spinach and set aside.,Shake the pan occasionally so that the spinach cooks evenly.,1
3304,polenta-pizza-base,"Transfer dough to a lightly floured surface, and knead for 10 minutes.","Let stand 5 to 6 minutes, until mixture is foamy.",1
3305,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,"Cover with a sheet of pastry, trimming off any excess.",Saute until browned.,1
3306,mint-roasted-rack-of-lamb,"Brown well on all sides, about 5 to 8 minutes in total.","In a bowl, combine 3 tablespoons oil with the the rosemary, garlic and 2 tablespoons mint sauce.",1
3307,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,Sprinkle with the rest of the Cheddar and mozzarella cheeses.,"Pour half of the pasta mixture into the baking dish, and cover with another 1/3 of the pasta sauce.",1
3308,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Stir in the soy sauce mixture and as soon as the liquid is bubbling, mix in the drained noodles and finally the meat.","Cut the meat, across the grain, into 5cm wide pieces, and then cut each piece into wafer-thin strips.",1
3309,vanilla-cupcakes-with-vanilla-buttercream,Leave the muffins for 10 minutes in the tray and then cool completely on a wire cake rack.,"Add the remaining egg-milk mixture in thirds, and stir with the spatula until well combined.",1
3310,pork-chops-with-normandy-sauce,Skim off any fat that has risen to the surface; stir in the cream.,Preheat the oven to 200 C / Gas mark 6.,1
3311,creamy-lemon-chicken,Cook for about 5-8 minutes on each side or until cooked throughout and no longer pink inside.,Place the chicken breasts in the skillet.,1
3312,peach-tarts,"Arrange the thin slithers delicately in a clockwise direction on to the tart, overlapping slightly.","Open and drain the can of peaches, cut the slices of peaches in to thin slithers.",1
3313,German_potato_salad_recipe_-_All_recipes_UK,"Give it a good, but gentle, stir!",Boil the potatoes until tender.,1
3314,pumpkin-crumble-sponge-cake,Pour over sponge cake base.,"In a large bowl, mix together the pumpkin puree, 3 eggs, 100g caster sugar, dark brown soft sugar and cinnamon.",1
3315,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Allow to cool completely before frosting.,"Beat in the eggs one at a time, then stir in the cocoa mixture.",1
3316,cheese-and-broccoli-calzones,"Meanwhile, to make the filling, squeeze out excess water from broccoli.",Select the dough cycle.,1
3317,beef-rolls-with-mushroom-stuffing,Put the beef olives back into the pan and serve sprinkled with parsley.,Add the onion and celery to the oil remaining in the pan and gently cook for about 5 minutes until softened.,1
3318,nan-s-homemade-biscuits,Mix well until you get a nice smooth paste.,In a bowl mix together the butter and caster sugar until light and fluffy.,1
3319,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,"Bring to the boil, then cover and simmer for 8-10 minutes or until carrots are tender.",Stir in carrot.,1
3320,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Turn cake over in tin on a wire rack and let cake hang for 1 hour or until cool.,Pour cake mixture into an ungreased 25cm tube cake tin.,1
3321,curly-endive-and-rice-soup,Pour in remaining stock and rice;,Heat 4 tablespoons oil in a saucepan over medium heat;,1
3322,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,"Add chicken pieces, and fry until lightly browned on the outside.",Heat the oil in a large heavy frying pan over medium heat.,1
3323,japanese-omelette-rice,Carefully turn the omelette out onto the rice.,Season with salt and pepper and transfer to a plate.,1
3324,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Whisk in the finely chopped oranges, then carefully fold in the ground almonds.","Finely chop the oranges in a food processor or blender, or with a large knife.",1
3325,japanese-chicken-and-tofu-burgers,"Cook for 5 minutes, flip them over.","Add the burgers to the heated frying pan, and put a lid on.",1
3326,amy-s-creamy-chicken-and-tarragon-tagliatelle,"When the chicken is almost ready, add the fresh pasta to the boiling water and cook for 3 minutes.","Add the garlic and the chicken and fry until sealed all over, about 5 minutes.",1
3327,walnut-biscotti-with-coconut,Slice the logs crosswise into 1.25cm wide slices.,"In a medium bowl, cream together the sugar and butter.",1
3328,My_own_famous_dolmades_recipe_-_All_recipes_UK,"Remove from heat, remove cover and let cool for 1/2 hour.","Repeat with all leaves, leaving no gaps as leaves are placed in pot (to prevent from opening while cooking).",1
3329,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Stir in 2/3 of the grated Cheddar cheese and stir until melted.,Gradually add milk and continue stirring until thickened.,1
3330,easy-chicken-coconut-curry,Add drained bamboo shoots.,Cook onion until soft.,1
3331,kwarezimal,Knead into a stiff dough.,"Next, add all the remaining kwarezimal ingredients to the flour mixture.",1
3332,warm-potato-salad-with-mackerel,"Drain the potatoes in a colander, then add to the bowl and mix everything together.","While the potatoes cook, remove the skin from the mackerel and discard.",1
3333,layered-chicken-enchiladas,Repeat with one or two more tortillas until bottom of dish is covered.,Mix enchilada sauce and cream together in a shallow bowl.,1
3334,Italian_style_pizza_recipe_-_All_recipes_UK,Repeat with the other dough balls.,Trim off any overhangs with a sharp knife.,1
3335,pete-s-pulled-pork--slow-cooker-style,Skim as much of the fat of the top of the stock as you can and place to one side.,Add the oil to a large frying pan and brown the pork shoulder on all sides.,1
3336,baked-onion-bhajis,"Serve hot, enjoy!",Add the onions and tomato puree into a bowl and mix.,1
3337,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Remove the bay leaves and thyme stalk before serving.,Set the onions aside.,1
3338,Carrot_cake_recipe_-_All_recipes_UK,Bake in the preheated oven for 40 to 50 minutes or until a skewer inserted into the centre of the cake comes out clean.,Preheat the oven to 180 degrees C (gas mark 4).,1
3339,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Add the barley and cook for 1 minute, stirring, then return the beef and any beefy juices to the casserole.",Remove the beef from the marinade and pat dry on kitchen paper.,1
3340,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Sprinkle in flour and stir in.,Stir in soy sauce and balsamic vinegar.,1
3341,somalian-sambusa,Remove carefully to drain on kitchen towels.,Heat the oil to 170 degrees C in a deep fat fryer or deep heavy pot.,1
3342,cardiganshire-cawl,"Add onions, carrots and swede.","Place beef shin in, and simmer 1 1/2 hours.",1
3343,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Let the lasagne rest for ten minutes before serving.,"Repeat this procedure 5 times, altering layers of Bolognese sauce, lasagne, mushrooms and bÃ©chamel.",1
3344,quick-mince-hotpot,"Bake in the preheated oven for approximately 20 minutes until the potatoes are golden brown and the cheese, if using, has melted.",Preheat the oven to 180 C / Gas 4.,1
3345,pumpkin-in-ginger-sauce,Remove from the oven and allow to cool so that it can be handled easily.,Place cut side up on a baking tray and drizzle with 1 tablespoon olive oil.,1
3346,veggie-burgers,Mix in the breadcrumbs and egg until thoroughly combined.,Remove the pan from the heat and set aside to cool slightly.,1
3347,very-vegetable-soup,Add stock and bouquet garni and simmer over low heat for about 20 minutes.,Season with salt and pepper.,1
3348,Homemade_pizza_base_recipe_-_All_recipes_UK,Let stand 10 minutes.,"When the unit signals, remove dough.",1
3349,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Remove from pan and place in slow cooker.,"Cut each thigh into 4 pieces, heat the oil in a large frying pan and add the chicken.",1
3350,Italian_style_pizza_recipe_-_All_recipes_UK,"Cook in the oven until the cheese is melted and golden, 5 to 8 minutes.",Roll out as thinly as possible.,1
3351,family-friendly-cottage-pie,Sprinkle over the grated cheese.,Add peas and the carrots along with the water they were cooked in to the beef mixture.,1
3352,mango-crumble,Sprinkle topping evenly over fruit.,"Prepare the topping: In a large bowl, combine flour, oats, the 120g brown sugar, nutmeg, and crystallized ginger.",1
3353,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,Serve.,"Make the marinade by mixing together the sugar, salt, soy sauce and cornflour slurry.",1
3354,veggie-burgers,Replace the tops of the buns and serve.,Split the burger buns in half horizontally and toast the cut sides.,1
3355,Pancakes_for_Pancake_Tuesday_recipe_-_All_recipes_UK,"Slide onto a warm plate, sprinkle over some sugar and a squeeze of lemon juice - then eat immediately!","As it sets, shake the pan to see if the pancake is loose, then flip it over with a palette knife.",1
3356,polenta-pizza-base,Work in remaining flour a little bit at a time until a soft dough forms.,"In a large bowl, mix together 1/2 of the remaining flour, remaining water, salt, oregano and butter.",1
3357,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK",Season with salt and pepper to taste.,"Heat the oil in a flameproof casserole, add the pork and fry, stirring frequently, for 5 minutes or until browned on all sides.",1
3358,spinach-lamb-curry,"Add the spinach to the pan, and reduce heat to low.","Add the lamb, increase heat to medium high, and cook for 10 minutes.",1
3359,cheese-and-broccoli-calzones,Close the calzone by folding the unfilled side on top of the filled side.,"Place the water, olive oil, salt, oregano, bread flour and yeast in the bread machine pan in the order recommended by the manufacturer.",1
3360,Italian_style_pizza_recipe_-_All_recipes_UK,"Again, go easy on the cheese to stop the oil from making the base soggy.","When the bread maker is finished, tip the dough onto a well floured surface and divide it into 3 parts for 40cm pizzas or 4 for 30cm pizzas.",1
3361,Irish_champ_recipe_-_All_recipes_UK,"Mash the potatoes, salt and butter together until smooth.",Place potatoes into large pot and fill with enough water to cover.,1
3362,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Top the first layer with lasagne sheets, then cover it with some sliced mushrooms and sprinkle with grated Parmesan.",Set aside.,1
3363,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Pour in the stock and bring to a simmer.,Add the beef and brown on all sides.,1
3364,Italian_style_pizza_recipe_-_All_recipes_UK,I like to add peppers and Parma ham or smoked chorizo slices.,Alternately you can blitz all the ingredients in a mini blender.,1
3365,Bread_Machine_Baps_recipe_-_All_recipes_UK,Set on Dough cycle; press Start.,"Place the bread flour, sugar, salt, milk powder, water, butter, and yeast in the pan of the bread machine in the order recommended by the manufacturer.",1
3366,baked-tilapia-with-mango-salsa,Stir to blend and set aside at room temperature until fish has finished cooking.,"Bake for 10 to 12 minutes in the preheated oven, until fish can be flaked with a fork.",1
3367,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,Stir frequently until smooth.,"Bake for 8 to 10 minutes in the preheated oven, or until the surface appears dry.",1
3368,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Mix in half of the pico de gallo and chicken breast meat.,"For the pico de gallo: In a small bowl, combine tomatoes, onion, lime juice, coriander, fresh chilli, salt and pepper.",1
3369,Italian_style_pizza_recipe_-_All_recipes_UK,Top with a handful of grated Cheddar for that golden brown toasted cheese colour.,"Switch it on to the pizza setting and wait for it to finish (about 45 minutes, depending on the model).",1
3370,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Pour evenly into the two prepared tins.,Grease and flour two 23cm cake tins.,1
3371,veal-sweetbreads-with-morel-mushrooms,Serve the sweetbreads with mushrooms.,Mix well.,1
3372,crunchy-cod,Dredge fish in polenta mixture,"In a medium bowl, combine milk and lemon juice.",1
3373,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,"Add the eggs, milk, oil and vanilla, mix for 3 minutes with an electric mixer.",Use the first set of ingredients to make the cake.,1
3374,avocado-p-t-,Garnish and serve immediately.,Transfer the flesh to a mixing bowl and reserve the skins.,1
3375,tuna-cream-cheese-pasta-bake,Bake in the preheated oven for 20 minutes or until piping hot and the cheese has melted.,Sprinkle some grated cheese on top.,1
3376,spinach-and-salmon-timbales,"Add half of the beaten egg, the nutmeg and seasoning to taste, and mix thoroughly.",Rinse the spinach and place in a large saucepan.,1
3377,Italian_style_pizza_recipe_-_All_recipes_UK,Trim off any overhangs with a sharp knife.,Prepare your toppings as you wait for the dough to finish.,1
3378,victoria-sponge-cake-with-buttercream,"Remove from the oven and set aside for 5 minutes, then remove from the tin and peel off the paper.",Divide the mixture between the cake tins and gently spread out with a spatula.,1
3379,Italian_style_pizza_recipe_-_All_recipes_UK,At this point you can also freeze the unrolled dough balls for future use.,Put all the ingredients for the dough except for the semolina into a breadmaker in the order listed.,1
3380,Easy_banana_cake_recipe_-_All_recipes_UK,Leave to cool and enjoy!,"Bake at 170 C / Fan 150 C / Gas 3 for 35 minutes, or until a skewer comes out clean.",1
3381,Spicy_Chicken_and_Broccoli_Stir_Fry_recipe_-_All_recipes_UK,Stir in the chicken stock and simmer about 2 minutes.,"Season with ginger, chillies, salt and black pepper.",1
3382,classic-peperonata,"Stir in the torn basil leaves, taste for seasoning and serve.","Reduce heat, cover and simmer for 15 minutes or so.",1
3383,spinach-and-salmon-timbales,Run a flat-bladed knife around the edges of the dishes to loosen the timbales.,Cut the salmon into 1 cm (1/2 in) dice and mix with the remaining ricotta cheese and beaten egg.,1
3384,victoria-sponge-cake-with-buttercream,Place onto a wire rack.,Grease and line two 18cm (7 in) cake tins with baking parchment.,1
3385,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,Ice with your favourite icing when cool.,"Sift together the flour, baking powder, bicarbonate of soda, cocoa and salt.",1
3386,White_chocolate_chip_cookies_recipe_-_All_recipes_UK,Fold in the white chocolate chips.,"Combine the flour, cocoa, bicarbonate of soda and salt; stir into the creamed mixture.",1
3387,spinach-and-salmon-timbales,Shake the pan occasionally so that the spinach cooks evenly.,Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,1
3388,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Stir in the cubed squash.,Process into a pur辿e.,1
3389,Spicy_parsnip_soup_recipe_-_All_recipes_UK,Stir in the cream and warm through.,"Fry the onion in butter until soft, about 5 minutes.",1
3390,creamy-macaroni-salad,Pour over the vegetables and stir in macaroni until well blended.,Bring a pot of lightly salted water to the boil.,1
3391,vodka-penne,"Stir the vodka, passata and light cream into the onion mixture, turn heat to high and bring sauce to the boil.","Add the garlic and crushed chilli and cook, stirring, for an additional minute.",1
3392,moules,Continue to cook remaining mussels in the same liquid.,"Bring to the boil over high heat, and add 1/3 of the cleaned mussels.",1
3393,pete-s-pulled-pork--slow-cooker-style,Add the shredded pork back into the slow cooker and add 1 to 2 cups of the stock and mix it in.,Basically you can leave it in there for 8 to 10 hours if you want so you can do this on a work day in the morning and come home to yummy pulled pork.,1
3394,indian-coconut--almond-and-poppy-seed-pudding---gasagage-payasa,add the saffron and cardamom to the mixture.,pour enough water over the mixture to cover by about 2.5cm.,1
3395,spinach-lamb-curry,"Serve immediately, with an additional tablespoon of ghee for added richness, if desired.","Add the spinach to the pan, and reduce heat to low.",1
3396,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Sift in dry ingredients and fold gently.,"Gradually add sugar, beating after each addition.",1
3397,baked-onion-bhajis,"Drizzle some oil onto the prepared tray, place 2 tablespoons of the onion mix onto the tray for each bhaji, flatten slightly with the back of the spoon.",Sprinkle in the chilli powder and mix.,1
3398,new-twist-tuna-nicoise-salad,Pour the dressing over the arranged salad on the serving plate.,Drain well.,1
3399,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Serve the turkey stuffing meatballs with the cooled cranberry sauce for dipping.,Mixture should be moist but not sloppy.,1
3400,curly-endive-and-rice-soup,Serve with grated Parmesan cheese.,Warm the stock in a saucepan over medium heat.,1
3401,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Bake 45 minutes in the preheated oven, or until bubbly and lightly browned.",Place the cooked pasta in a medium bowl.,1
3402,spinach-lamb-curry,Reduce heat to medium and simmer for 15 minutes.,"saute for a further 2 to 3 minutes, until fragrant.",1
3403,creamy-cole-slaw,Pat dry with kitchen paper.,"Let it stand until cabbage wilts, at least 1 hour and up to 4 hours.",1
3404,Italian_style_pizza_recipe_-_All_recipes_UK,Add 2 tablespoons of the sauce to a 12 inch pizza and 3 to a 15 inch pizza.,Repeat with the other dough balls.,1
3405,walnut-biscotti-with-coconut,Cool on baking tray for 10 to 15 minutes.,Divide dough into 2 pieces.,1
3406,Melt_in_the_middle_chocolate_pudding_cakes_recipe_-_All_recipes_UK,Run a knife around the edge of each cake and turn out onto plates.,"Sift the flour over the mixture, then fold in.",1
3407,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Pour cake mixture into an ungreased 25cm tube cake tin.,In a large mixing bowl beat egg yolks and whole egg with an electric mixer until thick and lemon coloured (about 5 minutes).,1
3408,creamy-chicken-and-sweetcorn-soup,Reduce heat and simmer 60 to 90 minutes.,Place chicken carcass (and any leftover skin and meat and other bones) in a large pot and cover with cold water.,1
3409,family-friendly-cottage-pie,Top with the mashed potato and level out with a fork.,"Stir well, season with black pepper and return to the heat on a gentle simmer for 5 to 10 minutes.",1
3410,walnut-biscotti-with-coconut,"Combine the flour, baking powder and salt, stir into the creamed mixture.",Stir in the coconut essence and eggs.,1
3411,Apple_Crumble_Pie_recipe_-_All_recipes_UK,"Bake in preheated oven for 35 to 40 minutes, or until apples are soft and top is lightly browned.",Mix 5 tbsp sugar with flour; rub in butter until crumbly.,1
3412,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Cool for 10 minutes before removing cakes from tins to cool completely.,Stir in the boiling water by hand.,1
3413,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,"Bake in preheated oven until the stew has thickened and the chicken skin is crispy, about 15 minutes.","Stir in the chorizo slices, then pour the stew into a baking dish.",1
3414,vodka-penne,"Add the garlic and crushed chilli and cook, stirring, for an additional minute.",Heat the olive oil in a large saucepan over medium heat.,1
3415,No_pastry_apple_pie_recipe_-_All_recipes_UK,"Bake in preheated oven for 65 minutes, or until golden brown.",Spread mixture over the apples.,1
3416,warm-potato-salad-with-mackerel,Season to taste.,Thickly slice the potatoes and place in a pan.,1
3417,classic-arrabbiata-sauce,Stir in parsley.,Saute onion and garlic in oil for 5 minutes.,1
3418,cherry-and-redcurrant-jam,Begin testing for the setting point by dropping a small amount of jam onto a cold plate.,"In a large preserving pan, combine the redcurrants and the water.",1
3419,Perfect_apple_crumble_recipe_-_All_recipes_UK,"Cover the stewed apples with the crumble topping, without pressing down.","Allow to stew gently for half an hour, stirring occasionally with a wooden spoon.",1
3420,amy-s-creamy-chicken-and-tarragon-tagliatelle,"Then add the tarragon, Italian herbs, salt and pepper and stir.",Stir in the white wine and allow this to boil and reduce to half the amount.,1
3421,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Serve with white rice.,Stir in the cubed squash.,1
3422,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,"In a clean, heavy frying pan, heat one flour tortilla.",Put the remaining 1 tablespoon of olive oil in the hot pan and saute the sliced onion and green pepper until tender.,1
3423,layered-chicken-enchiladas,Pour any remaining enchilada sauce mixture over tortillas and sprinkle the remaining cheese on top.,Marinate chicken in the fridge for at least 30 minutes.,1
3424,peach-pudding,Place in the oven and cook for about 15 minutes or until golden brown.,Melt margarine in a small saucepan over a medium heat until melted then add the flour and stir until its all combined.,1
3425,italian-chocolate-salami,"Fold the paper and wrap around the log, twisting at each end.",Then add the chocolate hazelnut spread and stir well.,1
3426,spinach-and-salmon-timbales,Divide the salmon mixture evenly among the ramekins.,"Lay 2 lasagne strips in each spinach-lined ramekin, overlapping them in a cross shape.",1
3427,pumpkin-crumble-sponge-cake,Bake in preheated oven for 40 to 45 minutes.,Reserve 125g sponge cake mix.,1
3428,spinach-and-salmon-timbales,Spoon the spinach mixture into the dishes and fold the overhanging pasta strips over the top.,Rinse the spinach and place in a large saucepan.,1
3429,veggie-burgers,Mix in the breadcrumbs and egg until thoroughly combined.,"Add the carrots and courgettes, and fry for a further 10 minutes, stirring, until the vegetables have softened.",1
3430,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK","Bake for 15 to 17 minutes in the preheated oven, or until the edges are lightly toasted.",Preheat the oven to 170 C / Gas mark 3.,1
3431,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Bake in preheated oven for 40 minutes or until pastry is golden and puffy.,Brush over the pastry.,1
3432,veggie-burgers,"Fry the burgers over a low to moderate heat for about 5 minutes on each side, or until they are firm and golden.",Heat 2 tbsp of the oil in a large non-stick frying pan.,1
3433,peach-pudding,Make meringue by whisking egg whites till nice and fluffy.,"Remove pan from heat and add the milk and peach juice a bit at a time, beating well until all combined and return pan to heat.",1
3434,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Stir in the soy sauce mixture and as soon as the liquid is bubbling, mix in the drained noodles and finally the meat.","Drain and refresh in cold water, then drain again.",1
3435,apple-flapjack,Spread the mixture into the baking try and level with the back of a spoon.,"In a large bowl mix together oats, flour, cinnamon and coarsely grated apples.",1
3436,amy-s-creamy-chicken-and-tarragon-tagliatelle,"Drain and serve the pasta into bowls, add the chicken and sauce.",Have a pan of boiling salted water ready towards the end of the cooking for the pasta.,1
3437,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,Remove chicken from the stew and set aside.,"Stir in onions and garlic, cook until the onion has softened and turned translucent.",1
3438,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Pour the pan contents into a pie dish.,Add onions and mushrooms.,1
3439,My_own_famous_dolmades_recipe_-_All_recipes_UK,Pour chicken stock over all to cover grape leaves.,"Take one leaf, shiny side down, and place 1 teaspoon of the rice mixture at the bottom (stem) end of the leaf.",1
3440,quick-mince-hotpot,"Bake in the preheated oven for approximately 20 minutes until the potatoes are golden brown and the cheese, if using, has melted.","Warm a little oil in a wok over a medium heat then add the beef mince and brown, breaking apart with a wooden spoon, until no longer pink.",1
3441,cherry-scones,Roll out to about 1cm (1/2 in) thick and cut into 5cm (2 in) rounds.,"Place flour and baking powder in a mixing bowl and rub in butter, next stir in the sugar, then blend in the egg and milk to form a soft dough.",1
3442,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Stir well, then cover and put into the oven to cook with the pork.",Cook for 1 1/4 hours or until the pork is tender.,1
3443,sweet-potato-and-bean-soup,Ladle into a blender or food processor and purée until smooth.,Add the butter beans to the soup.,1
3444,spinach-lamb-curry,"Add coriander, chilli powder, turmeric, cumin seeds, garam masala, yoghurt and salt.","Add the lamb, increase heat to medium high, and cook for 10 minutes.",1
3445,pumpkin-crumble-sponge-cake,Sprinkle nuts evenly over the top.,Crumble over pumpkin filling.,1
3446,wholesome-pumpkin-pancakes,Stack the pancakes on a plate and keep warm until serving.,Cook until the edges of the pancakes start to look dry and a bubble popped near the edge holds its shape.,1
3447,pork-chops-with-normandy-sauce,"Fry the apple slices, 1 minute per side, and place in the casserole.","Add the thyme, cider, honey, brandy, salt and pepper; transfer to the casserole.",1
3448,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Check the cake after 20 minutes and again at 30 minutes, and cover lightly with foil if it is browning too quickly.","Add 1 tbsp water, then cover and cook gently for 30 minutes or until the oranges are soft and excess liquid has evaporated.",1
3449,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Add the butter to the pan and when melted add the onion mixture.,Remove from pan and place in slow cooker.,1
3450,baked-onion-bhajis,"Bake on the middle shelf of the oven for 20-25 minutes, drizzle a little oil on top of the bhajis and bake for an additional 25 minutes or until golden brown.",Sprinkle in the chilli powder and mix.,1
3451,cheese-and-broccoli-calzones,Close the calzone by folding the unfilled side on top of the filled side.,Spread filling on one half of the circle leaving a border around it for closing.,1
3452,creamy-chicken-and-sweetcorn-soup,Remove from heat and stir in cream.,Add bay leaf and bring to the boil.,1
3453,kahlua-bread-pudding,Place baking dish in a larger baking tin.,Sprinkle mixture all over.,1
3454,glazed-beef-meatloaf,"Remove foil from the meatloaf, pour over the glaze and bake for an additional 10-20 minutes.","Stir together the tomato ketchup, caster sugar, stock granules, water, paprika and chilli powder.",1
